	지점명	아파트명	주소	준공년월	세대	가격	latitude	longitude	s_latitude	s_longitude	distance
227	스타벅스 제주외도DT점	가온체리티	제주 제주시 우정로 37	2005.12	46.0	월세 1	33.4893522	126.4312633	33.4923073	126.4271223	0.505492527656374
228	스타벅스 광주신가DT점	광주수완대방노블랜드5차아파트	광주 광산구 풍영로170번길 39-26	2011.1	545.0	"매매가60,000 - 74,000 (만원)
전세가38,000 - 50,000 (만원)"	35.18893989999999	126.8176403	35.1790794	126.8301383	1.5788023957787307
229	스타벅스 대구황금DT점	대구수성SK리더스뷰아파트	대구 수성구 동대구로 95	2010.09	788.0	"매매가92,500 - 189,000 (만원)
전세가60,000 - 115,000 (만원)"	35.83871	128.6230423	35.8390688	128.625797	0.2520421268695906
230	스타벅스 수원인계DT점	인계베스트빌아파트	경기 수원시 팔달구 장다리로233번길 4	2004.08	64.0	"매매가19,500 - 21,000 (만원)
전세가15,000 - 17,000 (만원)"	37.2707716	127.0261542	37.267942	127.0282099	0.36313169995812644
231	스타벅스 동두천DT점	동원베네스트아파트	경기 동두천시 이담로 89	2009.07	486.0	"매매가20,500 - 31,000 (만원)
전세가18,500 - 23,000 (만원)"	37.8891849	127.0588126	37.888925	127.0570663	0.15629782329150135
232	스타벅스 대전터미널DT점	효촌마을아파트	대전 동구 계족로368번길 11	2003.04	818.0	"매매가17,000 - 28,000 (만원)
전세가11,500 - 20,000 (만원)"	36.3455724	127.4345071	36.3477532	127.4342841	0.2428199877156041
233	스타벅스 수지성복DT점	수지LG빌리지1차아파트	경기 용인시 수지구 성복2로 86	2001.02	1164.0	"매매가75,000 - 98,000 (만원)
전세가50,000 - 64,000 (만원)"	37.3169439	127.075941	37.3140313	127.0791332	0.429604596640826
234	스타벅스 대구수성도서관DT점	메트로팔레스3단지아파트	대구 수성구 동원로 110	2003.01	878.0	"매매가41,000 - 72,000 (만원)
전세가33,000 - 51,000 (만원)"	35.8697984	128.638288	35.8727987	128.6389953	0.33897591648358144
235	스타벅스 동명대DT점	한신문화타운	부산 남구 유엔평화로 152-2	1990.1	330.0	"매매가19,000 - 40,000 (만원)
전세가14,000 - 32,000 (만원)"	35.1231035	129.09644479999997	35.1231425	129.098904	0.22420082626060422
236	스타벅스 의왕청계DT점	인덕원푸르지오엘센트로	경기 의왕시 안양판교로 100	2019.11	1774.0	"매매가101,500 - 123,500 (만원)
전세가59,000 - 80,000 (만원)"	37.39201729999999	127.0002808	37.3881077	126.9984271	0.46391998776404914
237	스타벅스 제주도남DT점	영도그린힐아파트	제주 제주시 대원길 13				33.4751501	126.53537	33.4803586	126.523452	1.2493201361648265
238	스타벅스 구미금오산DT점	푸르지오캐슬A단지아파트	경북 구미시 박정희로 599	2007.08	1878.0	"매매가15,800 - 41,500 (만원)
전세가15,000 - 32,000 (만원)"	36.1231603	128.3398733	36.1222364	128.3239723	1.4351349026461155
239	스타벅스 울산MBC DT점	번영로효성해링턴플레이스	울산 중구 번영로 435	2015.09	207.0	"매매가37,500 - 44,000 (만원)
전세가25,500 - 31,500 (만원)"	35.5649513	129.3389356	35.5616281	129.3323601	0.7009357903586653
240	스타벅스 제주중문DT점	제주중문남해오네뜨오션힐	제주 서귀포시 중문상로82번길 15	2016.11	290.0	"매매가25,700 - 29,900 (만원)
전세가17,000 - 21,500 (만원)"	33.2553905	126.4295446	33.254998300000004	126.41590590000001	1.2716426147371986
241	스타벅스 수원경수인계DT점	해피포트아파트	경기 수원시 팔달구 경수대로519번길 12-13	2004.01	19.0	매매 6	37.2731178	127.0279855	37.2705236	127.02756	0.2903743139309111
242	스타벅스 대구중동DT점	수성동삼익맨션	대구 수성구 신천동로 278	1978.12	100.0	"매매가15,000 - 23,500 (만원)
전세가10,000 - 16,000 (만원)"	35.8496807	128.6088181	35.846206	128.611414	0.4512571173900023
243	스타벅스 인천서구청DT점	연희극동늘푸른아파트	인천 서구 승학로 198	1997.08	998.0	"매매가17,500 - 26,000 (만원)
전세가15,500 - 19,000 (만원)"	37.540475	126.6739197	37.5424162	126.67636	0.3048442633010807
244	스타벅스 구미도량DT점	구미도량지구현진에버빌	경북 구미시 도봉로 10	2005.12	580.0	"매매가22,000 - 37,000 (만원)
전세가17,300 - 28,000 (만원)"	36.1402776	128.3147894	36.1383354	128.3168261	0.28292753906821216
245	스타벅스 전남광양DT점	광양e편한세상아파트	전남 광양시 시청로 62	2016.06	440.0	"매매가25,500 - 31,000 (만원)
전세가21,000 - 25,000 (만원)"	34.9397796	127.6968879	34.943108	127.69794399999999	0.3816468894162156
246	스타벅스 충주시청DT점	충주센트럴푸르지오	충북 충주시 연수서편2길 11	2018.1	608.0	"매매가30,000 - 34,500 (만원)
전세가25,000 - 27,000 (만원)"	36.990048	127.9322558	36.9901946	127.9286843	0.31836228198350147
247	스타벅스 수원망포DT점	그대가프리미어아파트	경기 수원시 영통구 덕영대로1484번길 21	2010.08	602.0	"매매가50,000 - 85,000 (만원)
전세가34,000 - 55,000 (만원)"	37.2443685	127.0543429	37.2458277	127.05134	0.3117894957391994
248	스타벅스 풍무사거리DT점	풍무대림아파트	경기 김포시 풍무로93번길 30	2003.09	575.0	"매매가25,000 - 28,000 (만원)
전세가18,500 - 21,500 (만원)"	37.6044863	126.7204362	37.6077784	126.7227423	0.4182970397849622
249	스타벅스 경주보문호수DT점								35.8532391	129.2686877	13450.771688590712
250	스타벅스 공주동학사DT점								36.36336	127.2535628	13262.463175830315
251	스타벅스 경주보문로DT점								35.8388242	129.2859021	13452.86761953798
